Cycle,Supposed Position,Raw Angle,Filtered Angle,Field Status
49,330,179.989,180.008,0
50,0,150.304,150.296,0
50,30,120.553,120.553,0
50,60,90.813,90.813,0
50,90,60.996,61.018,0
50,120,31.113,31.123,0
50,150,1.329,1.325,0
50,180,331.238,331.254,0
50,210,300.828,300.817,0
50,240,270.637,270.661,0
50,270,240.469,240.48,0
50,300,210.037,210.041,0
50,330,179.989,180.0,0
51,0,150.282,150.295,0
51,30,120.553,120.553,0
51,60,90.824,90.824,0
51,90,61.018,61.029,0
51,120,31.124,31.134,0
51,150,1.351,1.343,0
51,180,331.227,331.238,0
51,210,300.795,300.801,0
51,240,270.67,270.665,0
51,270,240.502,240.491,0
51,300,210.059,210.059,0
51,330,180.0,180.005,0
52,0,150.293,150.306,0
52,30,120.542,120.543,0
52,60,90.824,90.824,0
52,90,61.007,61.028,0
52,120,31.124,31.133,0
52,150,1.318,1.33,0
52,180,331.249,331.269,0
52,210,300.839,300.828,0
52,240,270.659,270.673,0
52,270,240.491,240.491,0
52,300,210.037,210.053,0
52,330,180.0,180.0,0
53,0,150.315,150.302,0
53,30,120.553,120.561,0
53,60,90.791,90.822,0
53,90,61.029,61.018,0
53,120,31.113,31.113,0
53,150,1.329,1.335,0
53,180,331.26,331.251,0
53,210,300.817,300.819,0
53,240,270.648,270.668,0
53,270,240.469,240.469,0
53,300,210.026,210.033,0
53,330,180.0,179.989,0
54,0,150.293,150.293,0
54,30,120.531,120.551,0
54,60,90.802,90.823,0
54,90,61.018,61.029,0
54,120,31.113,31.137,0
54,150,1.329,1.358,0
54,180,331.271,331.265,0
54,210,300.806,300.83,0
54,240,270.67,270.667,0
54,270,240.491,240.481,0
54,300,210.026,210.041,0
54,330,180.0,179.995,0
55,0,150.282,150.303,0
55,30,120.553,120.552,0
55,60,90.813,90.806,0
55,90,61.007,61.017,0
55,120,31.124,31.125,0
55,150,1.34,1.338,0
55,180,331.282,331.263,0
55,210,300.795,300.836,0
55,240,270.659,270.667,0
55,270,240.458,240.48,0
55,300,210.026,210.042,0
55,330,179.989,179.99,0
56,0,150.282,150.303,0
56,30,120.531,120.553,0
56,60,90.824,90.814,0
56,90,61.018,61.027,0
56,120,31.113,31.128,0
56,150,1.34,1.328,0
56,180,331.227,331.247,0
56,210,300.784,300.817,0
56,240,270.659,270.669,0
56,270,240.502,240.497,0
56,300,210.037,210.056,0
56,330,180.0,179.999,0
57,0,150.282,150.304,0
57,30,120.553,120.553,0
57,60,90.813,90.813,0
57,90,61.018,61.038,0
57,120,31.135,31.15,0
57,150,1.34,1.351,0
57,180,331.238,331.264,0
57,210,300.828,300.828,0
57,240,270.637,270.659,0
57,270,240.458,240.479,0
57,300,210.037,210.032,0
57,330,179.989,179.987,0
58,0,150.282,150.3,0
58,30,120.553,120.555,0
58,60,90.824,90.833,0
58,90,61.018,61.022,0
58,120,31.124,31.124,0
58,150,1.307,1.323,0
58,180,331.238,331.24,0
58,210,300.817,300.812,0
58,240,270.659,270.659,0
58,270,240.469,240.478,0
58,300,210.059,210.047,0
58,330,180.0,180.0,0
59,0,150.304,150.315,0
59,30,120.575,120.575,0
59,60,90.846,90.825,0
59,90,61.007,61.017,0
59,120,31.102,31.114,0
59,150,1.329,1.33,0
59,180,331.249,331.26,0
59,210,300.828,300.823,0
59,240,270.648,270.662,0
59,270,240.48,240.486,0
59,300,210.07,210.048,0
59,330,179.978,179.995,0
60,0,150.315,150.302,0
60,30,120.564,120.551,0
60,60,90.791,90.811,0
60,90,61.018,61.009,0
60,120,31.102,31.122,0
60,150,1.318,1.333,0
60,180,331.238,331.236,0
60,210,300.806,300.806,0
60,240,270.681,270.661,0
60,270,240.502,240.49,0
60,300,210.048,210.059,0
60,330,179.989,180.0,0
61,0,150.293,150.313,0
61,30,120.586,120.554,0
61,60,90.835,90.828,0
61,90,61.018,61.024,0
61,120,31.135,31.13,0
61,150,1.329,1.329,0
61,180,331.227,331.259,0
61,210,300.828,300.818,0
61,240,270.648,270.659,0
61,270,240.513,240.484,0
61,300,210.037,210.048,0
61,330,180.0,180.0,0
62,0,150.304,150.298,0
62,30,120.531,120.553,0
62,60,90.824,90.821,0
62,90,61.018,61.025,0
62,120,31.124,31.144,0
62,150,1.362,1.343,0
62,180,331.249,331.254,0
62,210,300.828,300.817,0
62,240,270.637,270.658,0
62,270,240.469,240.48,0
62,300,210.015,210.048,0
62,330,180.011,179.99,0
63,0,150.304,150.296,0
63,30,120.553,120.553,0
63,60,90.824,90.824,0
63,90,60.996,61.019,0
63,120,31.135,31.135,0
63,150,1.329,1.33,0
63,180,331.249,331.26,0
63,210,300.817,300.822,0
63,240,270.659,270.67,0
63,270,240.491,240.5,0
63,300,210.059,210.056,0
63,330,180.0,179.997,0
64,0,150.304,150.294,0
64,30,120.564,120.557,0
64,60,90.813,90.824,0
64,90,61.018,61.029,0
64,120,31.135,31.131,0
64,150,1.329,1.34,0
64,180,331.227,331.241,0
64,210,300.839,300.816,0
64,240,270.637,270.651,0
64,270,240.48,240.472,0
64,300,210.059,210.043,0
64,330,180.0,180.002,0
65,0,150.304,150.317,0
65,30,120.575,120.573,0
65,60,90.846,90.825,0
65,90,61.029,61.029,0
65,120,31.102,31.121,0
65,150,1.34,1.329,0
65,180,331.26,331.245,0
65,210,300.817,300.817,0
65,240,270.681,270.659,0
65,270,240.469,240.48,0
65,300,210.048,210.048,0
65,330,180.0,179.997,0
66,0,150.282,150.297,0
66,30,120.531,120.543,0
66,60,90.813,90.82,0
66,90,60.996,61.026,0
66,120,31.135,31.13,0
66,150,1.329,1.329,0
66,180,331.26,331.253,0
66,210,300.806,300.817,0
66,240,270.659,270.66,0
66,270,240.491,240.487,0
66,300,210.07,210.053,0
66,330,179.989,180.0,0
67,0,150.304,150.293,0
67,30,120.553,120.554,0
67,60,90.824,90.809,0
67,90,61.007,61.018,0
67,120,31.135,31.131,0
67,150,1.329,1.351,0
67,180,331.26,331.256,0
67,210,300.828,300.827,0
67,240,270.648,270.661,0
67,270,240.469,240.479,0
67,300,210.037,210.048,0
67,330,179.989,179.991,0
68,0,150.326,150.305,0
68,30,120.542,120.553,0
68,60,90.802,90.824,0
68,90,61.007,61.025,0
68,120,31.135,31.135,0
68,150,1.329,1.335,0
68,180,331.249,331.249,0
68,210,300.817,300.817,0
68,240,270.659,270.66,0
68,270,240.48,240.484,0
68,300,210.048,210.055,0
68,330,180.0,180.0,0
69,0,150.304,150.297,0
69,30,120.553,120.563,0
69,60,90.835,90.817,0
69,90,61.007,61.021,0
69,120,31.135,31.133,0
69,150,1.307,1.329,0
69,180,331.227,331.247,0
69,210,300.817,300.824,0
69,240,270.681,270.659,0
69,270,240.491,240.48,0
69,300,210.048,210.048,0
69,330,179.989,179.991,0
70,0,150.326,150.307,0
70,30,120.586,120.564,0
70,60,90.813,90.814,0
70,90,61.029,61.018,0
70,120,31.113,31.124,0
70,150,1.351,1.335,0
70,180,331.26,331.27,0
70,210,300.806,300.825,0
70,240,270.659,270.659,0
70,270,240.48,240.483,0
70,300,210.048,210.048,0
70,330,179.989,180.0,0
71,0,150.304,150.313,0
71,30,120.553,120.555,0
71,60,90.802,90.823,0
71,90,61.029,61.018,0
71,120,31.102,31.117,0
71,150,1.318,1.329,0
71,180,331.249,331.249,0
71,210,300.806,300.817,0
71,240,270.67,270.659,0
71,270,240.502,240.489,0
71,300,210.07,210.055,0
71,330,180.0,179.989,0
72,0,150.26,150.272,0
72,30,120.52,120.531,0
72,60,90.813,90.802,0
72,90,61.018,61.029,0
72,120,31.146,31.151,0
72,150,1.34,1.35,0
72,180,331.26,331.271,0
72,210,300.817,300.83,0
72,240,270.67,270.675,0
72,270,240.491,240.494,0
72,300,210.07,210.053,0
72,330,179.989,179.985,0
73,0,150.293,150.271,0
73,30,120.509,120.523,0
73,60,90.791,90.801,0
73,90,61.007,61.028,0
73,120,31.124,31.135,0
73,150,1.329,1.34,0
73,180,331.26,331.25,0
73,210,300.839,300.827,0
73,240,270.648,270.659,0
73,270,240.48,240.481,0
73,300,210.048,210.047,0
73,330,180.0,180.0,0
74,0,150.293,150.308,0
74,30,120.553,120.556,0
74,60,90.824,90.825,0
74,90,61.018,61.028,0
74,120,31.113,31.126,0
74,150,1.318,1.343,0
74,180,331.238,331.258,0
74,210,300.839,300.823,0
74,240,270.67,270.655,0
74,270,240.502,240.48,0
74,300,210.048,210.037,0
74,330,179.989,179.989,0
75,0,150.293,150.304,0
75,30,120.586,120.573,0
75,60,90.813,90.835,0
75,90,61.029,61.025,0
75,120,31.146,31.134,0
75,150,1.329,1.34,0
75,180,331.271,331.26,0
75,210,300.839,300.823,0
75,240,270.659,270.659,0
75,270,240.458,240.481,0
75,300,210.07,210.047,0
75,330,179.967,179.986,0
76,0,150.293,150.293,0
76,30,120.542,120.553,0
76,60,90.824,90.826,0
76,90,61.007,61.024,0
76,120,31.135,31.135,0
76,150,1.362,1.34,0
76,180,331.238,331.245,0
76,210,300.806,300.806,0
76,240,270.659,270.659,0
76,270,240.48,240.497,0
76,300,210.059,210.066,0
76,330,180.011,180.01,0
77,0,150.315,150.314,0
77,30,120.564,120.563,0
77,60,90.835,90.824,0
77,90,60.985,61.022,0
77,120,31.113,31.124,0
77,150,1.296,1.318,0
77,180,331.238,331.241,0
77,210,300.817,300.811,0
77,240,270.648,270.648,0
77,270,240.447,240.482,0
77,300,210.059,210.043,0
77,330,180.0,180.0,0
78,0,150.326,150.313,0
78,30,120.586,120.569,0
78,60,90.835,90.833,0
78,90,61.029,61.029,0
78,120,31.113,31.132,0
78,150,1.329,1.334,0
78,180,331.249,331.26,0
78,210,300.817,300.822,0
78,240,270.659,270.668,0
78,270,240.469,240.485,0
78,300,210.037,210.057,0
78,330,180.011,180.0,0
79,0,150.293,150.3,0
79,30,120.542,120.552,0
79,60,90.824,90.825,0
79,90,61.018,61.014,0
79,120,31.146,31.135,0
79,150,1.329,1.339,0
79,180,331.249,331.264,0
79,210,300.828,300.821,0
79,240,270.67,270.658,0
79,270,240.491,240.483,0
79,300,210.059,210.048,0
79,330,180.0,179.998,0
80,0,150.293,150.293,0
80,30,120.531,120.555,0
80,60,90.835,90.825,0
80,90,61.007,61.029,0
80,120,31.157,31.135,0
80,150,1.329,1.34,0
80,180,331.249,331.244,0
80,210,300.839,300.819,0
80,240,270.67,270.661,0
80,270,240.469,240.479,0
80,300,210.048,210.049,0
80,330,180.0,180.004,0
81,0,150.304,150.309,0
81,30,120.564,120.564,0
81,60,90.802,90.824,0
81,90,60.996,61.018,0
81,120,31.135,31.122,0
81,150,1.329,1.329,0
81,180,331.26,331.26,0
81,210,300.85,300.828,0
81,240,270.681,270.667,0
81,270,240.48,240.48,0
81,300,210.059,210.048,0
81,330,179.978,179.978,0
82,0,150.315,150.293,0
82,30,120.542,120.553,0
82,60,90.802,90.818,0
82,90,61.029,61.022,0
82,120,31.157,31.137,0
82,150,1.329,1.34,0
82,180,331.238,331.271,0
82,210,300.806,300.817,0
82,240,270.659,270.661,0
82,270,240.48,240.485,0
82,300,210.048,210.05,0
82,330,180.011,180.005,0
83,0,150.315,150.305,0
83,30,120.542,120.571,0
83,60,90.835,90.833,0
83,90,61.029,61.029,0
